model,user_id,relevant_test_movies,hits,precision_at_10
SVD Matrix Factorization,150,18,2,0.2
SVD Matrix Factorization,151,99,5,0.5
SVD Matrix Factorization,152,29,1,0.1
SVD Matrix Factorization,153,2,1,0.1
SVD Matrix Factorization,154,17,2,0.2
SVD Matrix Factorization,155,2,0,0.0
SVD Matrix Factorization,156,11,1,0.1
SVD Matrix Factorization,157,15,0,0.0
SVD Matrix Factorization,158,47,3,0.3
SVD Matrix Factorization,159,21,0,0.0
SVD Matrix Factorization,160,35,4,0.4
SVD Matrix Factorization,161,4,1,0.1
SVD Matrix Factorization,162,17,0,0.0
SVD Matrix Factorization,163,6,2,0.2
SVD Matrix Factorization,164,25,4,0.4
SVD Matrix Factorization,165,9,1,0.1
SVD Matrix Factorization,166,7,0,0.0
SVD Matrix Factorization,167,12,0,0.0
SVD Matrix Factorization,168,18,2,0.2
SVD Matrix Factorization,169,11,3,0.3
SVD Matrix Factorization,170,4,1,0.1
SVD Matrix Factorization,171,5,3,0.3
SVD Matrix Factorization,172,5,0,0.0
SVD Matrix Factorization,173,13,3,0.3
SVD Matrix Factorization,174,45,3,0.3
SVD Matrix Factorization,175,8,0,0.0
SVD Matrix Factorization,176,15,1,0.1
SVD Matrix Factorization,177,30,6,0.6
SVD Matrix Factorization,178,76,4,0.4
SVD Matrix Factorization,179,10,4,0.4
SVD Matrix Factorization,180,19,0,0.0
SVD Matrix Factorization,181,9,3,0.3
SVD Matrix Factorization,182,6,2,0.2
SVD Matrix Factorization,183,9,1,0.1
SVD Matrix Factorization,184,60,6,0.6
SVD Matrix Factorization,185,22,2,0.2
SVD Matrix Factorization,186,25,0,0.0
SVD Matrix Factorization,187,15,1,0.1
SVD Matrix Factorization,188,31,3,0.3
SVD Matrix Factorization,189,56,3,0.3
SVD Matrix Factorization,190,10,5,0.5
SVD Matrix Factorization,191,6,3,0.3
SVD Matrix Factorization,192,10,0,0.0
SVD Matrix Factorization,193,25,1,0.1
SVD Matrix Factorization,194,44,5,0.5
SVD Matrix Factorization,195,25,0,0.0
SVD Matrix Factorization,196,14,1,0.1
SVD Matrix Factorization,197,33,5,0.5
SVD Matrix Factorization,198,31,6,0.6
SVD Matrix Factorization,199,9,3,0.3
SVD Matrix Factorization,200,83,7,0.7
SVD Matrix Factorization,201,54,2,0.2
SVD Matrix Factorization,202,2,0,0.0
SVD Matrix Factorization,203,11,0,0.0
SVD Matrix Factorization,204,11,2,0.2
SVD Matrix Factorization,205,4,0,0.0
SVD Matrix Factorization,206,9,1,0.1
SVD Matrix Factorization,207,39,4,0.4
SVD Matrix Factorization,208,16,2,0.2
SVD Matrix Factorization,209,7,1,0.1
SVD Matrix Factorization,210,49,5,0.5
SVD Matrix Factorization,211,4,0,0.0
SVD Matrix Factorization,212,5,0,0.0
SVD Matrix Factorization,213,50,4,0.4
SVD Matrix Factorization,214,46,4,0.4
SVD Matrix Factorization,215,27,3,0.3
SVD Matrix Factorization,216,34,4,0.4
SVD Matrix Factorization,217,16,1,0.1
SVD Matrix Factorization,218,9,1,0.1
SVD Matrix Factorization,219,6,0,0.0
SVD Matrix Factorization,220,9,1,0.1
SVD Matrix Factorization,221,37,3,0.3
SVD Matrix Factorization,222,68,6,0.6
SVD Matrix Factorization,223,21,0,0.0
SVD Matrix Factorization,224,24,2,0.2
SVD Matrix Factorization,225,10,1,0.1
SVD Matrix Factorization,226,15,2,0.2
SVD Matrix Factorization,227,14,4,0.4
SVD Matrix Factorization,228,7,1,0.1
SVD Matrix Factorization,229,4,2,0.2
SVD Matrix Factorization,230,38,2,0.2
SVD Matrix Factorization,231,8,1,0.1
SVD Matrix Factorization,232,32,4,0.4
SVD Matrix Factorization,233,36,2,0.2
SVD Matrix Factorization,234,68,5,0.5
SVD Matrix Factorization,235,41,1,0.1
SVD Matrix Factorization,236,33,2,0.2
SVD Matrix Factorization,237,19,2,0.2
SVD Matrix Factorization,238,5,2,0.2
SVD Matrix Factorization,239,57,1,0.1
SVD Matrix Factorization,240,5,1,0.1
SVD Matrix Factorization,241,6,1,0.1
SVD Matrix Factorization,242,8,0,0.0
SVD Matrix Factorization,243,24,0,0.0
SVD Matrix Factorization,244,76,4,0.4
SVD Matrix Factorization,245,5,0,0.0
SVD Matrix Factorization,246,31,1,0.1
SVD Matrix Factorization,247,9,0,0.0
SVD Matrix Factorization,248,21,3,0.3
SVD Matrix Factorization,249,53,6,0.6
SVD Matrix Factorization,250,40,1,0.1
SVD Matrix Factorization,251,22,1,0.1
SVD Matrix Factorization,252,9,3,0.3
SVD Matrix Factorization,253,32,5,0.5
SVD Matrix Factorization,254,22,4,0.4
SVD Matrix Factorization,255,11,2,0.2
SVD Matrix Factorization,256,62,4,0.4
SVD Matrix Factorization,257,16,3,0.3
SVD Matrix Factorization,258,10,1,0.1
SVD Matrix Factorization,259,15,2,0.2
SVD Matrix Factorization,260,8,0,0.0
SVD Matrix Factorization,261,12,1,0.1
SVD Matrix Factorization,262,25,1,0.1
SVD Matrix Factorization,263,47,4,0.4
SVD Matrix Factorization,264,45,3,0.3
SVD Matrix Factorization,265,10,3,0.3
SVD Matrix Factorization,266,4,2,0.2
SVD Matrix Factorization,267,52,5,0.5
SVD Matrix Factorization,268,47,6,0.6
SVD Matrix Factorization,269,70,4,0.4
SVD Matrix Factorization,270,58,2,0.2
SVD Matrix Factorization,271,66,4,0.4
SVD Matrix Factorization,272,17,3,0.3
SVD Matrix Factorization,273,7,0,0.0
SVD Matrix Factorization,274,25,2,0.2
SVD Matrix Factorization,275,13,2,0.2
SVD Matrix Factorization,276,131,9,0.9
SVD Matrix Factorization,277,18,1,0.1
SVD Matrix Factorization,278,10,2,0.2
SVD Matrix Factorization,279,98,3,0.3
SVD Matrix Factorization,280,51,1,0.1
SVD Matrix Factorization,281,4,0,0.0
SVD Matrix Factorization,282,7,3,0.3
SVD Matrix Factorization,283,21,2,0.2
SVD Matrix Factorization,284,10,4,0.4
SVD Matrix Factorization,285,13,1,0.1
SVD Matrix Factorization,286,77,2,0.2
SVD Matrix Factorization,287,29,1,0.1
SVD Matrix Factorization,288,25,5,0.5
SVD Matrix Factorization,289,6,0,0.0
SVD Matrix Factorization,290,27,7,0.7
SVD Matrix Factorization,291,80,6,0.6
SVD Matrix Factorization,292,56,3,0.3
SVD Matrix Factorization,293,50,6,0.6
SVD Matrix Factorization,294,32,3,0.3
SVD Matrix Factorization,295,85,2,0.2
SVD Matrix Factorization,296,57,2,0.2
SVD Matrix Factorization,297,49,1,0.1
SVD Matrix Factorization,298,31,5,0.5
SVD Matrix Factorization,299,65,4,0.4
SVD Matrix Factorization,300,5,0,0.0
SVD Matrix Factorization,301,69,5,0.5
SVD Matrix Factorization,302,1,0,0.0
SVD Matrix Factorization,303,105,6,0.6
SVD Matrix Factorization,304,5,1,0.1
SVD Matrix Factorization,305,48,3,0.3
SVD Matrix Factorization,306,14,1,0.1
SVD Matrix Factorization,307,39,3,0.3
SVD Matrix Factorization,308,109,9,0.9
SVD Matrix Factorization,309,3,1,0.1
SVD Matrix Factorization,310,12,1,0.1
SVD Matrix Factorization,311,100,7,0.7
SVD Matrix Factorization,312,69,4,0.4
SVD Matrix Factorization,313,60,9,0.9
SVD Matrix Factorization,314,67,4,0.4
SVD Matrix Factorization,315,32,1,0.1
SVD Matrix Factorization,316,23,3,0.3
SVD Matrix Factorization,317,5,0,0.0
SVD Matrix Factorization,318,51,4,0.4
SVD Matrix Factorization,319,6,1,0.1
SVD Matrix Factorization,320,51,4,0.4
SVD Matrix Factorization,321,29,2,0.2
SVD Matrix Factorization,322,18,4,0.4
SVD Matrix Factorization,323,25,3,0.3
SVD Matrix Factorization,324,12,0,0.0
SVD Matrix Factorization,325,35,6,0.6
SVD Matrix Factorization,326,35,2,0.2
SVD Matrix Factorization,327,61,3,0.3
SVD Matrix Factorization,328,54,6,0.6
SVD Matrix Factorization,329,17,6,0.6
SVD Matrix Factorization,330,56,3,0.3
SVD Matrix Factorization,331,16,1,0.1
SVD Matrix Factorization,332,51,5,0.5
SVD Matrix Factorization,333,8,1,0.1
SVD Matrix Factorization,334,66,6,0.6
SVD Matrix Factorization,335,5,0,0.0
SVD Matrix Factorization,336,11,0,0.0
SVD Matrix Factorization,337,8,1,0.1
SVD Matrix Factorization,338,23,1,0.1
SVD Matrix Factorization,339,67,7,0.7
SVD Matrix Factorization,340,16,2,0.2
SVD Matrix Factorization,341,6,0,0.0
SVD Matrix Factorization,342,38,3,0.3
SVD Matrix Factorization,343,59,5,0.5
SVD Matrix Factorization,344,45,3,0.3
SVD Matrix Factorization,345,53,7,0.7
SVD Matrix Factorization,346,22,4,0.4
SVD Matrix Factorization,347,44,7,0.7
SVD Matrix Factorization,348,23,2,0.2
SVD Matrix Factorization,349,5,2,0.2
SVD Matrix Factorization,350,13,0,0.0
SVD Matrix Factorization,351,12,2,0.2
SVD Matrix Factorization,352,9,2,0.2
SVD Matrix Factorization,353,2,2,0.2
SVD Matrix Factorization,354,51,6,0.6
SVD Matrix Factorization,355,6,0,0.0
SVD Matrix Factorization,356,6,0,0.0
SVD Matrix Factorization,357,21,4,0.4
SVD Matrix Factorization,358,5,0,0.0
SVD Matrix Factorization,359,8,1,0.1
SVD Matrix Factorization,360,24,4,0.4
SVD Matrix Factorization,361,29,2,0.2
SVD Matrix Factorization,362,4,1,0.1
SVD Matrix Factorization,363,39,0,0.0
SVD Matrix Factorization,364,4,2,0.2
SVD Matrix Factorization,365,10,0,0.0
SVD Matrix Factorization,366,13,1,0.1
SVD Matrix Factorization,367,21,0,0.0
SVD Matrix Factorization,368,5,1,0.1
SVD Matrix Factorization,369,3,1,0.1
SVD Matrix Factorization,370,12,0,0.0
SVD Matrix Factorization,371,10,3,0.3
SVD Matrix Factorization,372,19,0,0.0
SVD Matrix Factorization,373,49,5,0.5
SVD Matrix Factorization,374,40,2,0.2
SVD Matrix Factorization,375,6,2,0.2
SVD Matrix Factorization,376,5,1,0.1
SVD Matrix Factorization,377,8,1,0.1
SVD Matrix Factorization,378,51,5,0.5
SVD Matrix Factorization,379,46,5,0.5
SVD Matrix Factorization,380,20,1,0.1
SVD Matrix Factorization,381,27,2,0.2
SVD Matrix Factorization,382,7,0,0.0
SVD Matrix Factorization,383,16,3,0.3
SVD Matrix Factorization,384,5,1,0.1
SVD Matrix Factorization,385,35,1,0.1
SVD Matrix Factorization,386,1,0,0.0
SVD Matrix Factorization,387,46,3,0.3
SVD Matrix Factorization,388,9,0,0.0
SVD Matrix Factorization,389,42,2,0.2
SVD Matrix Factorization,390,9,1,0.1
SVD Matrix Factorization,391,17,3,0.3
SVD Matrix Factorization,392,22,2,0.2
SVD Matrix Factorization,393,62,2,0.2
SVD Matrix Factorization,394,19,3,0.3
SVD Matrix Factorization,395,7,3,0.3
SVD Matrix Factorization,396,10,0,0.0
SVD Matrix Factorization,397,10,1,0.1
SVD Matrix Factorization,398,30,4,0.4
SVD Matrix Factorization,399,12,2,0.2
SVD Matrix Factorization,400,2,1,0.1
SVD Matrix Factorization,401,17,0,0.0
SVD Matrix Factorization,402,11,3,0.3
SVD Matrix Factorization,403,3,2,0.2
SVD Matrix Factorization,404,4,2,0.2
SVD Matrix Factorization,405,21,1,0.1
SVD Matrix Factorization,406,42,3,0.3
SVD Matrix Factorization,407,19,0,0.0
SVD Matrix Factorization,408,1,0,0.0
SVD Matrix Factorization,409,24,2,0.2
SVD Matrix Factorization,410,1,0,0.0
SVD Matrix Factorization,411,6,1,0.1
SVD Matrix Factorization,412,10,1,0.1
SVD Matrix Factorization,413,6,0,0.0
SVD Matrix Factorization,414,1,0,0.0
SVD Matrix Factorization,415,2,0,0.0
SVD Matrix Factorization,416,49,5,0.5
SVD Matrix Factorization,417,26,3,0.3
SVD Matrix Factorization,418,2,0,0.0
SVD Matrix Factorization,419,3,0,0.0
SVD Matrix Factorization,420,2,0,0.0
SVD Matrix Factorization,421,6,1,0.1
SVD Matrix Factorization,422,12,1,0.1
SVD Matrix Factorization,423,8,2,0.2
SVD Matrix Factorization,424,3,0,0.0
SVD Matrix Factorization,425,9,0,0.0
SVD Matrix Factorization,426,11,1,0.1
SVD Matrix Factorization,427,6,0,0.0
SVD Matrix Factorization,428,6,2,0.2
SVD Matrix Factorization,429,26,5,0.5
SVD Matrix Factorization,430,4,0,0.0
SVD Matrix Factorization,431,3,0,0.0
SVD Matrix Factorization,432,7,1,0.1
SVD Matrix Factorization,433,3,2,0.2
SVD Matrix Factorization,434,1,0,0.0
SVD Matrix Factorization,435,15,0,0.0
SVD Matrix Factorization,436,12,1,0.1
SVD Matrix Factorization,437,15,2,0.2
SVD Matrix Factorization,438,3,0,0.0
SVD Matrix Factorization,439,1,0,0.0
SVD Matrix Factorization,440,3,0,0.0
SVD Matrix Factorization,442,5,1,0.1
SVD Matrix Factorization,444,3,0,0.0
SVD Matrix Factorization,445,1,0,0.0
SVD Matrix Factorization,447,8,1,0.1
SVD Matrix Factorization,448,2,0,0.0
SVD Matrix Factorization,449,6,1,0.1
SVD Matrix Factorization,450,35,6,0.6
SVD Matrix Factorization,451,3,2,0.2
SVD Matrix Factorization,452,2,0,0.0
SVD Matrix Factorization,453,5,2,0.2
SVD Matrix Factorization,454,4,1,0.1
SVD Matrix Factorization,455,2,0,0.0
SVD Matrix Factorization,456,1,0,0.0
SVD Matrix Factorization,457,7,0,0.0
SVD Matrix Factorization,458,3,0,0.0
SVD Matrix Factorization,462,1,0,0.0
